utc_time,x_error,y_error,z_error,satclockerror
2025-09-07 00:00:00,-2.6918998743333336,-2.1191408046666678,-0.1788650449999997,0.6380881906666666
2025-09-07 00:15:00,-2.9537059999166666,-2.338272074458334,0.1418255490000007,0.689208800583333
2025-09-07 00:30:00,-3.215512125500001,-2.5574033442500004,0.4625161430000003,0.7403294104999998
2025-09-07 00:45:00,-3.4773182510833327,-2.776534614041668,0.7832067370000008,0.7914500204166666
2025-09-07 01:00:00,-3.739124376666667,-2.995665883833334,1.1038973310000002,0.8425706303333332
2025-09-07 01:15:00,-4.00093050225,-3.2147971536250006,1.424587925,0.8936912402499999
2025-09-07 01:30:00,-4.262736627833333,-3.433928423416667,1.7452785189999993,0.9448118501666668
2025-09-07 01:45:00,-4.524542753416666,-3.653059693208333,2.0659691129999995,0.9959324600833336
2025-09-07 02:00:00,-4.786348879,-3.872190963,2.386659707,1.04705307
2025-09-07 02:15:00,-4.156561259375,-3.3718234795,2.076792020625,1.029070308
2025-09-07 02:30:00,-3.52677363975,-2.871455996,1.76692433425,1.011087546
2025-09-07 02:45:00,-2.896986020125,-2.3710885125,1.4570566478750002,0.993104784
2025-09-07 03:00:00,-2.2671984004999994,-1.870721029,1.1471889615000002,0.975122022
2025-09-07 03:15:00,-1.6374107808749998,-1.3703535455,0.8373212751250001,0.95713926
2025-09-07 03:30:00,-1.0076231612499995,-0.8699860619999997,0.5274535887500003,0.939156498
2025-09-07 03:45:00,-0.3778355416250001,-0.3696185784999994,0.2175859023750002,0.921173736
2025-09-07 04:00:00,0.251952078,0.130748905,-0.092281784,0.903190974
2025-09-07 04:15:00,1.2510257323749998,0.807685562625,-1.0476567535,0.745579488625
2025-09-07 04:30:00,2.25009938675,1.48462222025,-2.003031723,0.5879680032500001
2025-09-07 04:45:00,3.249173041125,2.161558877875,-2.9584066925,0.430356517875
2025-09-07 05:00:00,4.2482466955,2.8384955354999994,-3.913781662,0.2727450325000001
2025-09-07 05:15:00,5.247320349874999,3.515432193125,-4.8691566315,0.115133547125
2025-09-07 05:30:00,6.24639400425,4.192368850749999,-5.824531601,-0.0424779382499999
2025-09-07 05:45:00,2.402964935840936,4.869305508375,-6.7799065705,-0.200089423625
2025-09-07 06:00:00,4.242267865563393,5.546242166,-7.73528154,-0.357700909
2025-09-07 06:15:00,-0.5551106870991735,4.8611066735,-6.764620634875,-0.7151506105000001
2025-09-07 06:30:00,6.194812720249999,4.175971181,-5.79395972975,-1.072600312
2025-09-07 06:45:00,5.169948423875,3.4908356885,-4.823298824625,-1.4300500135
2025-09-07 07:00:00,4.1450841275,2.805700196,-3.8526379195,-1.7874997149999998
2025-09-07 07:15:00,3.120219831125,2.1205647035000004,-2.881977014375,-2.1449494165
2025-09-07 07:30:00,2.0953555347500004,1.4354292109999998,-1.9113161092499995,-2.502399118
2025-09-07 07:45:00,1.0704912383750005,0.7502937185,-0.940655204125,-2.8598488195
2025-09-07 08:00:00,0.045626942,0.065158226,0.030005701,-3.217298521
2025-09-07 08:15:00,0.0086712957499999,0.0609902505,0.031090718625,-3.305082155875
2025-09-07 08:30:00,-0.0282843505,0.056822275,0.0321757362499999,-3.39286579075
2025-09-07 08:45:00,-0.06523999675,0.0526542995,0.033260753875,-3.480649425625
2025-09-07 09:00:00,-0.102195643,0.048486324,0.0343457715,-3.5684330605
2025-09-07 09:15:00,-0.13915128925,0.0443183485,0.035430789125,-3.656216695375
2025-09-07 09:30:00,-0.1761069355,0.040150373,0.03651580675,-3.74400033025
2025-09-07 09:45:00,-0.2130625817499999,0.0359823975,0.0376008243749999,-3.831783965125
2025-09-07 10:00:00,-0.250018228,0.031814422,0.038685842,-3.9195676
2025-09-07 10:15:00,0.4735723354999999,0.603728479875,1.0561328883125,-3.3862648140625
2025-09-07 10:30:00,1.1971628989999998,1.1756425377500002,2.073579934625,-2.852962028125
2025-09-07 10:45:00,1.9207534625,1.7475565956250003,3.0910269809375,-2.3196592421875
2025-09-07 11:00:00,2.644344026,2.3194706535000003,4.10847402725,-1.7863564562499998
2025-09-07 11:15:00,3.3679345895,2.891384711375,5.1259210735625,-1.2530536703125
2025-09-07 11:30:00,4.091525152999999,3.463298769250001,6.143368119874999,-0.7197508843749998
2025-09-07 11:45:00,4.815115716499999,4.035212827125,7.1608151661875,-0.1864480984374998
2025-09-07 12:00:00,5.53870628,4.607126885,0.367966713316963,0.3468546875
2025-09-07 12:15:00,-0.145956833,-2.594967455,1.253152081,-0.155402697
2025-09-07 12:30:00,1.363465618,2.323123861,1.107356786,0.307032086
2025-09-07 12:45:00,0.857263539,1.897151243,-0.01672128,0.224684554
2025-09-07 13:00:00,0.6673507537378396,4.205424055879425,-8.624862033688693,0.0525482332081853
2025-09-07 13:15:00,3.8487260631046207,0.8728337883571936,8.232808350748028,-0.9421564670538214
2025-09-07 13:30:00,-6.579879984,1.220086434790058,-2.434633743,-5.169073005
2025-09-07 13:45:00,-1.114182502,-1.413112145,-1.062462122,0.033833018
2025-09-07 14:00:00,1.362598028,0.942209739,1.512143134,0.090002193
2025-09-07 14:15:00,-1.919041883,-2.462292776,-3.205857717,-0.018540095
2025-09-07 14:30:00,-0.635793198,-1.233301993,-1.868156075,-0.127055042
2025-09-07 14:45:00,2.268557727,1.846242428,2.276962528,0.291211469
2025-09-07 15:00:00,0.1426810349129263,3.501874901,-3.963580414,-3.75670034
2025-09-07 15:15:00,-0.332173094,-0.074219514,0.192359897,0.012546734
2025-09-07 15:30:00,-4.059220158,0.270759042,-5.001121145,3.471503458
2025-09-07 15:45:00,-1.714277264,-1.773267176,-0.613497867,0.143984082
