utc_time,x_error,y_error,z_error,satclockerror
2025-09-01 06:00:00,5.333443295,4.530495398,-2.600099377,1.280427199
2025-09-01 06:15:00,4.694625510125,3.986315416375,-2.276120276375,0.669137036375
2025-09-01 06:30:00,4.05580772525,3.44213543475,-1.95214117575,0.0578468737499999
2025-09-01 06:45:00,3.416989940375,2.897955453125,-1.628162075125,-0.553443288875
2025-09-01 07:00:00,2.7781721555,2.3537754715,-1.3041829745000002,-1.1647334515
2025-09-01 07:15:00,2.139354370625,1.809595489875,-0.980203873875,-1.776023614125
2025-09-01 07:30:00,1.50053658575,1.2654155082500005,-0.65622477325,-2.38731377675
2025-09-01 07:45:00,0.8617188008749999,0.7212355266250001,-0.332245672625,-2.998603939375
2025-09-01 08:00:00,0.222901016,0.177055545,-0.008266572,-3.609894102
2025-09-01 08:15:00,0.262887950625,0.295501366625,0.77861061875,-3.2111371557500004
2025-09-01 08:30:00,0.30287488525,0.41394718825,1.5654878095000002,-2.8123802095
2025-09-01 08:45:00,0.342861819875,0.532393009875,2.35236500025,-2.41362326325
2025-09-01 09:00:00,0.3828487545,0.6508388314999999,3.139242191,-2.014866317
2025-09-01 09:15:00,0.422835689125,0.7692846531249999,3.92611938175,-1.61610937075
2025-09-01 09:30:00,0.46282262375,0.88773047475,4.7129965725,-1.2173524245
2025-09-01 09:45:00,0.502809558375,1.006176296375,5.49987376325,-0.8185954782499998
2025-09-01 10:00:00,0.542796493,1.124622118,6.286750954,-0.419838532
2025-09-01 10:15:00,0.49550493,0.98577616575,5.501824342375,-0.40714353175
2025-09-01 10:30:00,0.448213367,0.8469302135000001,4.71689773075,-0.3944485315
2025-09-01 10:45:00,0.400921804,0.70808426125,3.931971119125,-0.38175353125
2025-09-01 11:00:00,0.353630241,0.569238309,3.1470445075,-0.369058531
2025-09-01 11:15:00,0.306338678,0.4303923567500001,2.362117895875,-0.35636353075
2025-09-01 11:30:00,0.259047115,0.2915464045,1.5771912842499995,-0.3436685305
2025-09-01 11:45:00,0.211755552,0.15270045225,0.7922646726249996,-0.33097353025
2025-09-01 12:00:00,0.164463989,0.0138545,0.007338061,-0.31827853
2025-09-01 12:15:00,0.0391000402499999,-0.0713554307499999,0.0909359023749999,-0.09989802675
2025-09-01 12:30:00,-0.0862639085,-0.1565653615,0.17453374375,0.1184824764999999
2025-09-01 12:45:00,-0.21162785725,-0.24177529225,0.258131585125,0.3368629797499999
2025-09-01 13:00:00,-0.336991806,-0.326985223,0.3417294265,0.555243483
2025-09-01 13:15:00,-0.46235575475,-0.41219515375,0.4253272678749999,0.7736239862500001
2025-09-01 13:30:00,-0.5877197035,-0.4974050845,0.50892510925,0.9920044895
2025-09-01 13:45:00,-0.71308365225,-0.5826150152499999,0.5925229506249999,1.21038499275
2025-09-01 14:00:00,-0.838447601,-0.667824946,0.676120792,1.428765496
2025-09-01 14:15:00,-0.325484154125,-0.1818210377499999,0.3614335194999999,1.695300957375
2025-09-01 14:30:00,0.18747929275,0.3041828705,0.0467462469999999,1.96183641875
2025-09-01 14:45:00,0.700442739625,0.79018677875,-0.2679410255,2.228371880125
2025-09-01 15:00:00,1.2134061865,1.276190687,-0.582628298,2.4949073415
2025-09-01 15:15:00,1.7263696333750005,1.76219459525,-0.8973155705000001,2.761442802875
2025-09-01 15:30:00,2.23933308025,2.2481985035,-1.212002843,3.02797826425
